city;city_ibge_code;confirmed;confirmed_per_100k_inhabitants;date;death_rate;deaths;estimated_population_2019;is_last;order_for_place;place_type;state
Gaspar;4205902;2;2,87195;2020-03-28;;0,0;69639,0;False;6;city;SC
Gravatal;4206207;3;26,08469;2020-03-28;;0,0;11501,0;False;8;city;SC
Içara;4207007;1;1,77239;2020-03-28;;0,0;56421,0;False;6;city;SC
Imbituba;4207304;5;11,14753;2020-03-28;;0,0;44853,0;False;9;city;SC
Importados/Indefinidos;;8;;2020-03-28;;0,0;;False;4;city;SC
Itajaí;4208203;18;8,19911;2020-03-28;;0,0;219536,0;False;8;city;SC
Itapema;4208302;1;1,53111;2020-03-28;;0,0;65312,0;False;3;city;SC
Jaguaruna;4208807;2;9,98801;2020-03-28;;0,0;20024,0;False;8;city;SC
Jaraguá do Sul;4208906;2;1,12551;2020-03-28;;0,0;177697,0;False;9;city;SC
Joinville;4209102;9;1,52422;2020-03-28;;0,0;590466,0;False;16;city;SC
Lages;4209300;1;0,63474;2020-03-28;;0,0;157544,0;False;7;city;SC
Laguna;4209409;1;2,18274;2020-03-28;;0,0;45814,0;False;5;city;SC
Navegantes;4211306;3;3,68211;2020-03-28;;0,0;81475,0;False;9;city;SC
Papanduva;4212205;2;10,35197;2020-03-28;;0,0;19320,0;False;1;city;SC
Pomerode;4213203;1;2,9898;2020-03-28;;0,0;33447,0;False;9;city;SC
Porto Belo;4213500;4;18,70208;2020-03-28;;0,0;21388,0;False;6;city;SC
Rancho Queimado;4214300;2;69,4927;2020-03-28;;0,0;2878,0;False;15;city;SC
São Francisco do Sul;4216206;1;1,89678;2020-03-28;;0,0;52721,0;False;1;city;SC
São José;4216602;9;3,64984;2020-03-28;0,1111;1,0;246586,0;False;10;city;SC
São Lourenço do Oeste;4216909;1;4,15351;2020-03-28;;0,0;24076,0;False;2;city;SC
São Ludgero;4217006;1;7,45712;2020-03-28;;0,0;13410,0;False;4;city;SC
São Pedro de Alcântara;4217253;1;17,17328;2020-03-28;;0,0;5823,0;False;4;city;SC
Siderópolis;4217600;2;14,27857;2020-03-28;;0,0;14007,0;False;3;city;SC
Tijucas;4218004;1;2,60369;2020-03-28;;0,0;38407,0;False;5;city;SC
Timbé do Sul;4218103;1;18,69858;2020-03-28;;0,0;5348,0;False;3;city;SC
Tubarão;4218707;8;7,56959;2020-03-28;;0,0;105686,0;False;11;city;SC
Urussanga;4219002;1;4,7019;2020-03-28;;0,0;21268,0;False;1;city;SC
;42;184;2,56812;2020-03-28;0,0054;1,0;7164788,0;False;17;state;SC
;35;1406;3,06191;2020-03-28;0,0597;84,0;45919049,0;False;30;state;SP
Araguaína;1702109;1;0,55411;2020-03-28;;0,0;180470,0;False;2;city;TO
Palmas;1721000;8;2,67445;2020-03-28;;0,0;299127,0;False;10;city;TO
;17;9;0,5722;2020-03-28;;0,0;1572866,0;False;9;state;TO
Rio Branco;1200401;25;6,1377;2020-03-27;;0,0;407319,0;False;11;city;AC
;12;25;2,83468;2020-03-27;;0,0;881935,0;False;11;state;AC
Maceió;2704302;11;1,07954;2020-03-27;;0,0;1018948,0;False;17;city;AL
Porto Real do Colégio;2707503;1;4,98355;2020-03-27;;0,0;20066,0;False;3;city;AL
;27;12;0,35957;2020-03-27;;0,0;3337357,0;False;17;state;AL
Boca do Acre;1300706;1;2,91477;2020-03-27;;;34308,0;False;2;city;AM
Manacapuru;1302504;2;2,05387;2020-03-27;;;97377,0;False;1;city;AM
Manaus;1302603;75;3,43601;2020-03-27;;;2182763,0;False;11;city;AM
Parintins;1303403;2;1,75019;2020-03-27;0,5;1,0;114273,0;False;5;city;AM
Santo Antônio do Içá;1303700;1;4,6292;2020-03-27;;;21602,0;False;2;city;AM
;13;81;1,95435;2020-03-27;0,0123;1,0;4144597,0;False;11;state;AM
Macapá;1600303;3;0,59603;2020-03-27;;0,0;503327,0;False;8;city;AP
;16;3;0,35472;2020-03-27;;0,0;845731,0;False;8;state;AP
